Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;counterbalance-nev8;checkpoint-hsvv;checkpoint-txsb;checkpoint-9u81;checkpoint-xbnd;Randomise questionnaire elements?;Question Key;Response
3;1683992777524;13/05/2023 15:46:17;1683992776900;2;13/05/2023 17:46:16;132490;1;questionnaire-6tk4;;29496941;gmeofvtq;8774758;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x649;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;33234
1;1683988296742;13/05/2023 14:31:36;1683988292712;2;13/05/2023 16:31:32;132490;1;questionnaire-6tk4;;29496428;2zr48l9f;8774553;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x812;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1683988340587;13/05/2023 14:32:20;1683988336551;2;13/05/2023 16:32:16;132490;1;questionnaire-6tk4;;29496428;2zr48l9f;8774553;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x812;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;In che modo il blocco della mimica facciale influenzi la percezione e quantificazione di un'emozione
3;1683988340748;13/05/2023 14:32:20;1683988336553;2;13/05/2023 16:32:16;132490;1;questionnaire-6tk4;;29496428;2zr48l9f;8774553;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x812;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;43841
1;1705235887974;14/01/2024 12:38:07;1705235886823;1;14/01/2024 13:38:06;132490;1;questionnaire-6tk4;;34196033;nkqvkjpp;10101309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 120.0.0.0;1536x864;1536x695;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1705235978182;14/01/2024 12:39:38;1705235977051;1;14/01/2024 13:39:37;132490;1;questionnaire-6tk4;;34196033;nkqvkjpp;10101309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 120.0.0.0;1536x864;1536x695;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Secondo me sarebbe potuto andare ad indagare se la capacità di riconoscimento di autenticità di un sorriso varia tra una condizione libera e una in cui si hanno i muscoli della bocca bloccati
3;1705235978999;14/01/2024 12:39:38;1705235977054;1;14/01/2024 13:39:37;132490;1;questionnaire-6tk4;;34196033;nkqvkjpp;10101309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 120.0.0.0;1536x864;1536x695;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;90231
1;1693665355906;02/09/2023 14:35:55;1693665445016;2;02/09/2023 16:37:25;132490;1;questionnaire-6tk4;;31466595;o04zmhbk;9318265;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 116.0.0.0;1440x900;1419x650;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1693666758371;02/09/2023 14:59:18;1693666847326;2;02/09/2023 17:00:47;132490;1;questionnaire-6tk4;;31466595;o04zmhbk;9318265;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 116.0.0.0;1440x900;1419x650;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;"Ho ipotizzato che la costante esposizione di tali volti permettesse di farmi creare un proprio giudizio/impressione basato sulle loro emozioni. 
Questo giudizio si poteva creare 1)per differenziazione tra lo stimolo appena esposto, rispetto a quello visto precedentemente;
2) ma anche per il confronto tra i medesimi volti, nelle diffenti espressioni/ emozioni veicolate. Permettendomi così di creare una propria identità, sia grazie alla differenziazione con gli altri volti che per le diverse espressioni che il medesimo volto possedeva nel corso della prova.
Penso inoltre che la penna, attuata nella seconda fase, fosse posta per cogliere delle eventuali differenze nel percepire i volti ( in termini di espressione e/o identità), impattando così anche la loro successiva valutazione. Tale condizione a mio parere, permetteva di cogliere se tale tensione muscolare, riscontata quotidianamente nelle espressioni che manifestano emozioni negative ( turbate, rabbia, tristezza), avesse dunque una propria salienza rispetto alla prima fase, senza nessuna tensione localizzata."
3;1693666758519;02/09/2023 14:59:18;1693666847328;2;02/09/2023 17:00:47;132490;1;questionnaire-6tk4;;31466595;o04zmhbk;9318265;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 116.0.0.0;1440x900;1419x650;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;1402312
1;1693593192211;01/09/2023 18:33:12;1693593192377;2;01/09/2023 20:33:12;132490;1;questionnaire-6tk4;;31460908;ut5gnyzr;9315703;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 116.0.0.0;1280x720;1422x626;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1693593529485;01/09/2023 18:38:49;1693593529324;2;01/09/2023 20:38:49;132490;1;questionnaire-6tk4;;31460908;ut5gnyzr;9315703;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 116.0.0.0;1280x720;1422x626;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Secondo me l'esperimento intende indagare se la percezione di felicità altrui viene influenzata dalla muscolatura facciale (come il corrugatore che si attiva quando sorridiamo) dell'osservatere e quindi, se limitata come nel caso della penna, si tenderà a percepire i volti osservati come meno felici rispetto ad una condizione di normale rilassamento della muscolatura facciale.
3;1693593529637;01/09/2023 18:38:49;1693593529326;2;01/09/2023 20:38:49;132490;1;questionnaire-6tk4;;31460908;ut5gnyzr;9315703;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 116.0.0.0;1280x720;1422x626;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;336949
1;1688281986619;02/07/2023 07:13:06;1688281985780;2;02/07/2023 09:13:05;132490;1;questionnaire-6tk4;;30431743;zh9t7djq;9044641;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 114.0;1600x900;1600x734;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1688282095561;02/07/2023 07:14:55;1688282094764;2;02/07/2023 09:14:54;132490;1;questionnaire-6tk4;;30431743;zh9t7djq;9044641;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 114.0;1600x900;1600x734;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Indagare come la matita serrata tra i denti, che attiva i muscoli tipici di un'espressione arrabbiata, potesse influenzare il riconoscim ento di espressioni felici. Quindi come il simulare ed esperire una espressione facciale influenzi il riconoscimento di essse nell'altro.
3;1688282095727;02/07/2023 07:14:55;1688282094766;2;02/07/2023 09:14:54;132490;1;questionnaire-6tk4;;30431743;zh9t7djq;9044641;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 114.0;1600x900;1600x734;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;108986
1;1686696661528;13/06/2023 22:51:01;1686696661265;2;14/06/2023 00:51:01;132490;1;questionnaire-6tk4;;30044720;he6jd91r;8947832;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x696;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1686696701090;13/06/2023 22:51:41;1686696700886;2;14/06/2023 00:51:40;132490;1;questionnaire-6tk4;;30044720;he6jd91r;8947832;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x696;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;la comprensione dell'emozione altrui tramite blocco dello zugomatico 
3;1686696701198;13/06/2023 22:51:41;1686696700887;2;14/06/2023 00:51:40;132490;1;questionnaire-6tk4;;30044720;he6jd91r;8947832;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x696;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;39622
1;1686302866188;09/06/2023 09:27:46;1686302866397;2;09/06/2023 11:27:46;132490;1;questionnaire-6tk4;;29966586;4pqo33o3;8922429;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x657;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1686304153767;09/06/2023 09:49:13;1686304150622;2;09/06/2023 11:49:10;132490;1;questionnaire-6tk4;;29966586;4pqo33o3;8922429;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x657;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Simulazione motoria. Il riconoscimento di un'espressione facciale e quindi l'attribuzione di uno stato mentale avviene attraverso la riproduzione dello spettatore dello stato mentale altrui. Per capire cosa prova l'altro davanti a me, devo simularlo dentro di me riattivando in parte i programmi motori, che attiverei per sperimentarlo in prima persona. 
3;1686304154004;09/06/2023 09:49:14;1686304150624;2;09/06/2023 11:49:10;132490;1;questionnaire-6tk4;;29966586;4pqo33o3;8922429;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x657;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;1284227
1;1685527376678;31/05/2023 10:02:56;1685527377801;2;31/05/2023 12:02:57;132490;1;questionnaire-6tk4;;29797346;work8ixt;8869836;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x663;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685527507850;31/05/2023 10:05:07;1685527508996;2;31/05/2023 12:05:08;132490;1;questionnaire-6tk4;;29797346;work8ixt;8869836;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x663;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Probabilmente l'ipotesi sperimentale era che se una persona presenta una mimica facciale che richiama il sorriso (condizione ricreata con la penna in bocca), tende a valutare le espressioni degli altri come più felici
3;1685527508036;31/05/2023 10:05:08;1685527508998;2;31/05/2023 12:05:08;132490;1;questionnaire-6tk4;;29797346;work8ixt;8869836;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x663;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;131197
1;1685428898189;30/05/2023 06:41:38;1685428898079;2;30/05/2023 08:41:38;132490;1;questionnaire-6tk4;;29778176;6emco5xh;8863804;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.4;810x1080;1080x707;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685429319273;30/05/2023 06:48:39;1685429318984;2;30/05/2023 08:48:38;132490;1;questionnaire-6tk4;;29778176;6emco5xh;8863804;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.4;810x1080;1080x707;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;"Personalmente, la condizione sperimentale presentata propone un blocco della mimica facciale tramite l'utilizzo di una penna (nella seconda parte). Questo causa una compromissione dei meccanismi di simulazione sensori-motoria/rispecchiamento. Pertanto, ho immaginato che l'espressione  facciale assunta con l'uso della penna potesse impattare negativamente in termini di percezione di felicitá (ovvero minor felicitá percepita nei volti rispetto alla prima fase in cui si poteva liberamente utilizzare la mimica).
"
3;1685429319357;30/05/2023 06:48:39;1685429318987;2;30/05/2023 08:48:38;132490;1;questionnaire-6tk4;;29778176;6emco5xh;8863804;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.4;810x1080;1080x707;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;420908
1;1685396924204;29/05/2023 21:48:44;1685396923390;2;29/05/2023 23:48:43;132490;1;questionnaire-6tk4;;29775182;uhmhtsgf;8862610;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685396989304;29/05/2023 21:49:49;1685396988537;2;29/05/2023 23:49:48;132490;1;questionnaire-6tk4;;29775182;uhmhtsgf;8862610;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;blocco della mimica facciale attraverso la penna interferisce con l'elaborazione dell'intensità emotiva, valutando i volti con un'intensità emotiva inferiore. 
3;1685396989421;29/05/2023 21:49:49;1685396988541;2;29/05/2023 23:49:48;132490;1;questionnaire-6tk4;;29775182;uhmhtsgf;8862610;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;65151
1;1685366745426;29/05/2023 13:25:45;1685366745151;2;29/05/2023 15:25:45;132490;1;questionnaire-6tk4;;29768798;o1902xmt;8860126;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.4;1440x900;1269x795;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685366771988;29/05/2023 13:26:11;1685366771782;2;29/05/2023 15:26:11;132490;1;questionnaire-6tk4;;29768798;o1902xmt;8860126;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.4;1440x900;1269x795;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;si. verificare la mmodulazione in base al blocco della mimica facciale
3;1685366772103;29/05/2023 13:26:12;1685366771783;2;29/05/2023 15:26:11;132490;1;questionnaire-6tk4;;29768798;o1902xmt;8860126;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.4;1440x900;1269x795;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;26632
1;1685307015618;28/05/2023 20:50:15;1685307015466;2;28/05/2023 22:50:15;132490;1;questionnaire-6tk4;;29763730;it0jl4ie;8858038;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1440x837;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685307064967;28/05/2023 20:51:04;1685307064821;2;28/05/2023 22:51:04;132490;1;questionnaire-6tk4;;29763730;it0jl4ie;8858038;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1440x837;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;La percezione di intensità di emozione (felicità) in condizione con blocco della mimica (penna in bocca che blocca lo zigomatico) e senza blocco della mimica
3;1685307065090;28/05/2023 20:51:05;1685307064824;2;28/05/2023 22:51:04;132490;1;questionnaire-6tk4;;29763730;it0jl4ie;8858038;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1440x837;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;49358
1;1685305822606;28/05/2023 20:30:22;1685305822477;2;28/05/2023 22:30:22;132490;1;questionnaire-6tk4;;29763664;2461w7nt;8858010;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1440x837;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685305900796;28/05/2023 20:31:40;1685305900688;2;28/05/2023 22:31:40;132490;1;questionnaire-6tk4;;29763664;2461w7nt;8858010;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1440x837;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;L'esperimento dovrebbe indagare il ruolo dello zigomatico (muscolo responsabile del sorriso) nel riconoscimento delle espressioni facciali negli altri 
3;1685305900900;28/05/2023 20:31:40;1685305900690;2;28/05/2023 22:31:40;132490;1;questionnaire-6tk4;;29763664;2461w7nt;8858010;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1440x837;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;78213
1;1685287362088;28/05/2023 15:22:42;1685287361860;2;28/05/2023 17:22:41;132490;1;questionnaire-6tk4;;29762193;jshkpdwp;8857414;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1920x902;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685287384155;28/05/2023 15:23:04;1685287383924;2;28/05/2023 17:23:03;132490;1;questionnaire-6tk4;;29762193;jshkpdwp;8857414;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1920x902;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;indagare l'effertto della mimica sul riconoscimento dei volti
3;1685287384277;28/05/2023 15:23:04;1685287383926;2;28/05/2023 17:23:03;132490;1;questionnaire-6tk4;;29762193;jshkpdwp;8857414;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1920x902;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;22066
1;1685281271963;28/05/2023 13:41:11;1685281271790;2;28/05/2023 15:41:11;132490;1;questionnaire-6tk4;;29761574;j30lhujg;8857245;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x802;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685281281399;28/05/2023 13:41:21;1685281281119;2;28/05/2023 15:41:21;132490;1;questionnaire-6tk4;;29761574;j30lhujg;8857245;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x802;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool; 
3;1685281281639;28/05/2023 13:41:21;1685281281121;2;28/05/2023 15:41:21;132490;1;questionnaire-6tk4;;29761574;j30lhujg;8857245;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x802;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;9331
1;1685210050858;27/05/2023 17:54:10;1685210050769;2;27/05/2023 19:54:10;132490;1;questionnaire-6tk4;;29755626;1q2c1rpj;8855033;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 113.0.0.0;1440x900;1440x821;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685210130204;27/05/2023 17:55:30;1685210130113;2;27/05/2023 19:55:30;132490;1;questionnaire-6tk4;;29755626;1q2c1rpj;8855033;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 113.0.0.0;1440x900;1440x821;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;l'impatto che l'attivazione dello zigomatico ha nel riconoscere l'espressione facciale legata alla felciità 
3;1685210130308;27/05/2023 17:55:30;1685210130114;2;27/05/2023 19:55:30;132490;1;questionnaire-6tk4;;29755626;1q2c1rpj;8855033;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 113.0.0.0;1440x900;1440x821;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;79345
1;1685209944655;27/05/2023 17:52:24;1685209944521;2;27/05/2023 19:52:24;132490;1;questionnaire-6tk4;;29755612;c8m6h21r;8855028;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x792;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685209996283;27/05/2023 17:53:16;1685209996188;2;27/05/2023 19:53:16;132490;1;questionnaire-6tk4;;29755612;c8m6h21r;8855028;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x792;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;"L'esperimento potrebbe prefiggersi l'obiettivo di valutare quanto il blocco della muscolatura facciale interferisce con la percezione delle espressioni altrui 
"
3;1685209996378;27/05/2023 17:53:16;1685209996190;2;27/05/2023 19:53:16;132490;1;questionnaire-6tk4;;29755612;c8m6h21r;8855028;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 14.1.2;1440x900;1440x792;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;51669
1;1685204023782;27/05/2023 16:13:43;1685204023929;2;27/05/2023 18:13:43;132490;1;questionnaire-6tk4;;29754924;z8v2ur2o;8854798;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.57;1280x720;1600x722;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685204082649;27/05/2023 16:14:42;1685204082833;2;27/05/2023 18:14:42;132490;1;questionnaire-6tk4;;29754924;z8v2ur2o;8854798;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.57;1280x720;1600x722;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Se la mimica facciale propria influisce sul giudizio di intensità riguardo le espressione emozionali altrui osservate 
3;1685204082734;27/05/2023 16:14:42;1685204082835;2;27/05/2023 18:14:42;132490;1;questionnaire-6tk4;;29754924;z8v2ur2o;8854798;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.57;1280x720;1600x722;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;58906
1;1685203645962;27/05/2023 16:07:25;1685203645886;2;27/05/2023 18:07:25;132490;1;questionnaire-6tk4;;29754864;e1zzm25t;8854787;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 112.0.0.0;1440x900;1440x789;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685203695868;27/05/2023 16:08:15;1685203695846;2;27/05/2023 18:08:15;132490;1;questionnaire-6tk4;;29754864;e1zzm25t;8854787;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 112.0.0.0;1440x900;1440x789;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;L'utilizzo della mimica facciale nel riconoscimento delle espressioni felici (ipotesi del feedback facciale) 
3;1685203695981;27/05/2023 16:08:15;1685203695848;2;27/05/2023 18:08:15;132490;1;questionnaire-6tk4;;29754864;e1zzm25t;8854787;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 112.0.0.0;1440x900;1440x789;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;No;END QUESTIONNAIRE;49962
1;1685198255626;27/05/2023 14:37:35;1685198255518;2;27/05/2023 16:37:35;132490;1;questionnaire-6tk4;;29754244;0y066rc3;8854567;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;BEGIN QUESTIONNAIRE;
2;1685198370616;27/05/2023 14:39:30;1685198370546;2;27/05/2023 16:39:30;132490;1;questionnaire-6tk4;;29754244;0y066rc3;8854567;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Generic Feedback Questionnaire;5;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;No;VisualizingTool;Secondo me con questo esperimento si intendeva testare l'influenza del blocco della mimica nella discriminazione delle espressioni facciali e in particolare nel distinguere sorrisi veri (Duchenne) da sorrisi falsi (sociali)
